time,water_temp,flow_rate,motor_vibration,power_consumption,control_signal,fault_leakage,fault_clogging,fault_bearing_wear
343.0,19.9248,49.8868,0.335,2.9017,0.46711,0.215,0.0,0.0
344.0,20.0788,49.9666,0.3093,2.5624,0.4075,0.22,0.0,0.0
345.0,19.945,49.4841,0.3083,3.0426,0.48092,0.225,0.0,0.0
346.0,19.8689,49.8501,0.2894,2.6752,0.417244,0.23,0.0,0.0
347.0,19.9173,50.0613,0.2905,2.4764,0.37747,0.235,0.0,0.0
348.0,20.0087,49.9691,0.3172,2.5668,0.392704,0.24,0.0,0.0
349.0,20.0622,49.7079,0.3184,2.8509,0.43082,0.245,0.0,0.0
350.0,19.9457,49.9286,0.3088,2.9223,0.456438,0.25,0.0,0.0
351.0,20.0252,49.8287,0.2972,2.6622,0.402094,0.255,0.0,0.0
352.0,19.9686,50.1565,0.3044,2.73,0.43983,0.26,0.0,0.0
353.0,19.8779,49.8993,0.2917,2.6642,0.411956,0.265,0.0,0.0
354.0,20.0158,50.5306,0.2951,2.4569,0.365226,0.27,0.0,0.0
355.0,20.0403,49.9243,0.3169,2.8191,0.426222,0.275,0.0,0.0
356.0,19.9312,50.1009,0.2913,2.7504,0.436978,0.28,0.0,0.0
357.0,19.9792,50.3468,0.2898,2.5117,0.385162,0.285,0.0,0.0
358.0,19.9534,49.8202,0.2856,2.6443,0.40584,0.29,0.0,0.0
359.0,19.9427,49.5485,0.2888,2.5401,0.390316,0.295,0.0,0.0
360.0,19.8948,49.8233,0.3014,2.5786,0.381754,0.3,0.0,0.0
361.0,19.924,50.1954,0.3067,2.3508,0.353434,0.305,0.0,0.0
362.0,19.9653,49.9798,0.2563,2.3572,0.360576,0.31,0.0,0.0
363.0,20.0045,50.1645,0.2842,2.5067,0.374562,0.315,0.0,0.0
364.0,19.9965,50.2599,0.3073,2.5386,0.39056,0.32,0.0,0.0
365.0,19.9276,49.921,0.2537,2.5537,0.386136,0.325,0.0,0.0
366.0,19.999,49.9162,0.36,2.2629,0.351566,0.33,0.0,0.0
367.0,19.9995,50.4717,0.2802,2.6014,0.382852,0.335,0.0,0.0
368.0,20.0315,50.0151,0.3446,2.5925,0.381594,0.34,0.0,0.0
369.0,20.1159,49.7752,0.2937,2.6775,0.397544,0.345,0.0,0.0
370.0,19.925,50.0261,0.309,2.8379,0.441624,0.35,0.0,0.0
371.0,19.9664,50.1275,0.3301,2.3736,0.353758,0.355,0.0,0.0
372.0,19.9511,49.8759,0.3264,2.3707,0.372276,0.36,0.0,0.0
373.0,19.9436,50.2544,0.3154,2.4068,0.36111,0.365,0.0,0.0
374.0,19.9901,50.1352,0.299,2.3938,0.353754,0.37,0.0,0.0
375.0,19.8847,49.8973,0.3303,2.529,0.372642,0.375,0.0,0.0
376.0,20.0164,49.933,0.3126,2.1996,0.31822,0.38,0.0,0.0
377.0,20.049,50.2466,0.2809,2.4697,0.376954,0.385,0.0,0.0
378.0,20.089,49.9159,0.2894,2.5344,0.391932,0.39,0.0,0.0
379.0,20.0724,49.9961,0.2727,2.6253,0.4152,0.395,0.0,0.0
380.0,19.9909,50.0453,0.2928,2.6393,0.41322,0.4,0.0,0.0
381.0,20.1215,50.0578,0.2941,2.4139,0.378594,0.405,0.0,0.0
382.0,20.1109,50.1215,0.3233,2.859,0.444796,0.41,0.0,0.0
383.0,20.0124,50.105,0.3144,2.82,0.446604,0.415,0.0,0.0
384.0,20.0509,50.2543,0.3201,2.6661,0.406438,0.42,0.0,0.0
385.0,19.997,49.7798,0.2982,2.8025,0.42865,0.425,0.0,0.0
386.0,20.0818,49.6997,0.2708,2.6823,0.405002,0.43,0.0,0.0
387.0,19.9929,50.1764,0.3052,3.0008,0.44824,0.435,0.0,0.0
388.0,20.1039,49.9698,0.3046,2.6402,0.408638,0.44,0.0,0.0
389.0,20.095,50.055,0.2449,2.9113,0.465348,0.445,0.0,0.0
390.0,20.1133,49.9912,0.3297,2.8721,0.46699,0.45,0.0,0.0
391.0,20.1147,49.869,0.2788,3.0142,0.483918,0.455,0.0,0.0
392.0,20.0947,50.2236,0.2683,3.0754,0.493316,0.46,0.0,0.0
393.0,20.0862,50.1667,0.3024,3.0564,0.492464,0.465,0.0,0.0
394.0,19.9702,49.9258,0.3003,3.1511,0.49619,0.47,0.0,0.0
395.0,20.1889,49.9847,0.2903,2.8566,0.445256,0.475,0.0,0.0
396.0,20.1054,49.5872,0.3135,3.4147,0.554542,0.48,0.0,0.0
397.0,20.1186,49.7452,0.282,3.3269,0.52353,0.485,0.0,0.0
398.0,20.0882,50.0842,0.3082,3.4339,0.540232,0.49,0.0,0.0
399.0,20.1504,49.9102,0.3357,3.2998,0.534256,0.495,0.0,0.0
400.0,20.0405,49.8275,0.2927,3.5466,0.57302,0.5,0.0,0.0
401.0,20.1833,50.0306,0.3166,3.3895,0.528858,0.505,0.0,0.0
402.0,20.231,49.6979,0.2852,3.6423,0.605696,0.51,0.0,0.0
403.0,20.0873,50.2785,0.2893,3.8769,0.641354,0.515,0.0,0.0
404.0,20.0668,50.0571,0.2761,3.6406,0.58703,0.52,0.0,0.0
405.0,20.0856,49.9017,0.3298,3.6179,0.586638,0.525,0.0,0.0
406.0,19.9566,49.7997,0.29,3.65,0.601792,0.53,0.0,0.0
407.0,20.1429,49.7268,0.264,3.3674,0.543764,0.535,0.0,0.0
408.0,20.1431,49.8716,0.2965,3.9134,0.636022,0.54,0.0,0.0
409.0,20.0671,50.1283,0.3313,3.8698,0.643828,0.545,0.0,0.0
410.0,20.0224,50.0521,0.275,3.8495,0.617272,0.55,0.0,0.0
411.0,20.2042,50.0971,0.2976,3.7166,0.60181,0.555,0.0,0.0
412.0,20.1926,50.2721,0.3125,4.2574,0.695396,0.56,0.0,0.0
413.0,20.1233,49.8192,0.3168,4.1624,0.702296,0.565,0.0,0.0
414.0,20.1159,49.9811,0.3459,4.1692,0.683286,0.57,0.0,0.0
415.0,20.1392,50.1653,0.2901,4.0718,0.690836,0.575,0.0,0.0
416.0,20.1816,50.1105,0.2968,4.3541,0.711906,0.58,0.0,0.0
417.0,20.1267,50.103,0.3146,4.3359,0.743776,0.585,0.0,0.0
418.0,20.1044,50.0013,0.2939,4.2972,0.730006,0.59,0.0,0.0
419.0,20.048,49.8538,0.2819,4.3767,0.73009,0.595,0.0,0.0
420.0,20.1993,50.2791,0.2555,4.2393,0.710688,0.6,0.0,0.0
421.0,20.1217,50.0489,0.3019,4.7231,0.791306,0.605,0.0,0.0
422.0,20.0611,49.7039,0.2672,4.5688,0.765424,0.61,0.0,0.0
423.0,20.2034,50.237,0.3014,4.3702,0.746412,0.615,0.0,0.0
424.0,20.1429,49.7601,0.277,4.8303,0.823662,0.62,0.0,0.0
425.0,20.1606,50.2449,0.3018,4.7146,0.806838,0.625,0.0,0.0
426.0,20.2731,50.0394,0.2834,4.7683,0.82833,0.63,0.0,0.0
427.0,20.1427,50.0934,0.3065,5.2315,0.897074,0.635,0.0,0.0
428.0,20.1312,49.8553,0.2846,4.9994,0.851472,0.64,0.0,0.0
429.0,20.091,50.1428,0.2991,4.9746,0.859746,0.645,0.0,0.0
430.0,19.965,49.6748,0.3005,4.9423,0.850372,0.65,0.0,0.0
431.0,20.0402,50.0259,0.301,4.704,0.795456,0.655,0.0,0.0
432.0,19.9826,50.1413,0.2638,4.8324,0.832776,0.66,0.0,0.0
433.0,20.0815,50.1329,0.3036,4.8005,0.805688,0.665,0.0,0.0
434.0,20.0142,50.0095,0.3407,5.0395,0.854898,0.67,0.0,0.0
435.0,20.0192,50.4499,0.3094,4.7851,0.82579,0.675,0.0,0.0
436.0,20.0123,49.8263,0.2953,4.8125,0.830772,0.68,0.0,0.0
437.0,20.0587,50.0227,0.3379,4.7693,0.828758,0.685,0.0,0.0
438.0,20.0352,50.2924,0.3381,5.0937,0.85308,0.69,0.0,0.0
439.0,19.975,50.0656,0.2989,4.8486,0.845098,0.695,0.0,0.0
440.0,19.981,50.2884,0.3193,4.7819,0.818284,0.7,0.0,0.0
441.0,19.9937,49.9085,0.362,4.7608,0.820488,0.7,0.0,0.0
442.0,20.0515,49.9231,0.2874,4.7658,0.825198,0.7,0.0,0.0
443.0,20.0697,50.094,0.2698,5.0052,0.85334,0.7,0.0,0.0
444.0,19.9898,49.7247,0.2989,4.9998,0.865404,0.7,0.0,0.0
445.0,19.9599,49.9324,0.3176,4.8577,0.830666,0.7,0.0,0.0
446.0,19.9633,50.2016,0.2807,4.7693,0.816498,0.7,0.0,0.0
447.0,19.9504,50.2252,0.3149,4.7596,0.815588,0.7,0.0,0.0
448.0,19.9161,50.1913,0.3371,4.7868,0.806134,0.7,0.0,0.0
449.0,19.8603,49.8903,0.2947,4.6027,0.785274,0.7,0.0,0.0
450.0,19.8575,50.2212,0.3197,4.4653,0.751348,0.7,0.0,0.0
451.0,19.8754,50.1349,0.3071,4.3859,0.739888,0.7,0.0,0.0
452.0,19.8775,49.9267,0.3133,4.3984,0.737494,0.7,0.0,0.0
453.0,19.8816,49.7371,0.2752,4.3015,0.728218,0.7,0.0,0.0
454.0,19.9364,49.6368,0.3107,4.2779,0.720426,0.7,0.0,0.0
455.0,19.9887,50.0528,0.3165,4.5043,0.738272,0.7,0.0,0.0
456.0,19.8828,50.2978,0.2738,4.4844,0.758238,0.7,0.0,0.0
457.0,19.9186,50.0811,0.2817,4.2411,0.703338,0.7,0.0,0.0
458.0,19.8442,49.8624,0.2895,4.1909,0.71398,0.7,0.0,0.0
459.0,19.8583,49.9444,0.2792,3.9954,0.669552,0.7,0.0,0.0
460.0,19.9293,49.6765,0.2802,4.0263,0.665626,0.7,0.0,0.0
461.0,19.854,49.8279,0.2734,4.1247,0.689508,0.7,0.0,0.0
462.0,19.9154,49.9867,0.2807,3.9198,0.644782,0.7,0.0,0.0
463.0,19.8815,49.6595,0.2904,3.9254,0.665308,0.7,0.0,0.0
464.0,19.8456,49.9345,0.3295,3.9055,0.640362,0.7,0.0,0.0
465.0,19.8244,49.9637,0.2952,3.7963,0.61361,0.7,0.0,0.0
466.0,19.8043,50.1972,0.3207,3.5934,0.591376,0.7,0.0,0.0
467.0,19.8977,49.7586,0.2984,3.4232,0.567702,0.7,0.0,0.0
468.0,19.8662,50.0666,0.3037,3.5795,0.599148,0.7,0.0,0.0
469.0,19.9049,50.0929,0.3014,3.3997,0.573346,0.7,0.0,0.0
470.0,20.06,50.3168,0.3109,3.5924,0.582622,0.7,0.0,0.0
471.0,20.0023,49.7739,0.3024,3.8504,0.65179,0.7,0.0,0.0
472.0,19.9753,50.1534,0.3037,3.7564,0.624638,0.7,0.0,0.0
473.0,19.9266,49.947,0.2892,3.7527,0.612476,0.7,0.0,0.0
474.0,19.9645,50.1051,0.2531,3.5338,0.58669,0.7,0.0,0.0
475.0,20.0245,50.1145,0.3262,3.6428,0.600742,0.7,0.0,0.0
476.0,19.9741,49.9129,0.2834,3.7653,0.627144,0.7,0.0,0.0
477.0,19.9437,50.0053,0.2636,3.6856,0.602704,0.7,0.0,0.0
478.0,19.999,49.9073,0.2898,3.6279,0.58644,0.7,0.0,0.0
479.0,20.0961,49.7188,0.2951,3.6471,0.610194,0.7,0.0,0.0
480.0,19.9826,49.9039,0.3157,3.895,0.657558,0.7,0.0,0.0
481.0,19.9362,49.9189,0.3264,3.7075,0.606554,0.7,0.0,0.0
482.0,20.021,50.1152,0.3126,3.6374,0.584232,0.7,0.0,0.0
483.0,19.9998,50.1275,0.315,3.7958,0.622456,0.7,0.0,0.0
484.0,20.0244,49.7301,0.3254,3.7121,0.61184,0.7,0.0,0.0
485.0,20.029,49.9135,0.3201,3.8234,0.624548,0.7,0.0,0.0
486.0,20.0788,50.0065,0.3205,3.6805,0.628308,0.7,0.0,0.0
487.0,20.0425,49.9173,0.281,3.972,0.655436,0.7,0.0,0.0
488.0,20.0486,50.0249,0.3012,3.8322,0.642594,0.7,0.0,0.0
489.0,20.1209,50.1087,0.3193,3.9073,0.64977,0.7,0.0,0.0
490.0,20.0356,49.9699,0.326,4.1776,0.689686,0.7,0.0,0.0
491.0,20.0292,50.0257,0.2948,3.928,0.655262,0.7,0.0,0.0
492.0,20.0646,49.994,0.3161,3.8742,0.656616,0.7,0.0,0.0
493.0,20.2459,49.824,0.3058,4.075,0.67678,0.7,0.0,0.0
494.0,20.2201,49.9869,0.303,4.6433,0.77189,0.7,0.0,0.0
495.0,20.095,49.9309,0.2725,4.5827,0.775036,0.7,0.0,0.0
496.0,20.0995,50.1312,0.3173,4.3526,0.73061,0.7,0.0,0.0
497.0,20.1375,49.8607,0.3279,4.3909,0.742962,0.7,0.0,0.0
498.0,20.2029,49.547,0.2962,4.5214,0.769832,0.7,0.0,0.0
499.0,20.1313,50.5458,0.2694,4.7845,0.812772,0.7,0.0,0.0
500.0,20.1035,49.887,0.291,4.5663,0.791896,0.7,0.0,0.0
501.0,20.0006,49.7381,0.3017,4.6411,0.789932,0.7,0.0,0.0
502.0,19.9921,50.0842,0.3065,4.4083,0.747318,0.7,0.0,0.0
503.0,20.026,50.1768,0.2925,4.4545,0.745174,0.7,0.0,0.0
504.0,20.1511,50.0054,0.2965,4.4182,0.761662,0.7,0.0,0.0
505.0,20.1136,49.9545,0.3056,4.8002,0.825614,0.7,0.0,0.0
506.0,20.0753,50.059,0.2956,4.8796,0.81645,0.7,0.0,0.0
507.0,20.1372,49.7891,0.2907,4.6954,0.807138,0.7,0.0,0.0
508.0,20.1654,50.0274,0.3047,4.8814,0.844878,0.7,0.0,0.0
509.0,20.2234,49.9931,0.3003,5.0932,0.868716,0.7,0.0,0.0
510.0,20.1257,49.9014,0.2931,5.2557,0.910384,0.7,0.0,0.0
511.0,20.0921,49.9143,0.2875,5.0358,0.878246,0.7,0.0,0.0
512.0,20.1327,50.1733,0.2894,5.1585,0.873456,0.7,0.0,0.0
513.0,20.1636,49.9973,0.2991,5.208,0.901796,0.7,0.0,0.0
514.0,20.1068,50.2985,0.3308,5.3715,0.92705,0.7,0.0,0.0
515.0,19.9544,49.9059,0.305,5.3277,0.91112,0.7,0.0,0.0
516.0,20.0141,49.9077,0.284,5.0292,0.8446,0.7,0.0,0.0
517.0,20.1237,50.0021,0.2893,5.1154,0.87385,0.7,0.0,0.0
518.0,20.072,49.995,0.2873,5.3315,0.928584,0.7,0.0,0.0
519.0,19.9821,50.1196,0.3168,5.2413,0.910438,0.7,0.0,0.0
520.0,20.004,50.0477,0.3004,5.0128,0.872282,0.7,0.0,0.0
521.0,20.0786,49.9567,0.3101,5.1354,0.883598,0.7,0.0,0.0
522.0,20.004,49.9109,0.2729,5.2797,0.92078,0.7,0.0,0.0
523.0,19.9254,49.9078,0.2858,5.1041,0.888276,0.7,0.0,0.0
524.0,19.9987,49.8326,0.3402,5.0025,0.850788,0.7,0.0,0.0
525.0,20.0391,50.1787,0.3153,5.085,0.883042,0.7,0.0,0.0
526.0,20.1806,49.9178,0.3097,5.223,0.901672,0.7,0.0,0.0
527.0,20.0593,49.7989,0.3227,5.6273,0.974742,0.7,0.0,0.0
528.0,19.9854,49.9636,0.3142,5.376,0.92571,0.7,0.0,0.0
529.0,20.0077,50.0581,0.2769,5.1629,0.89593,0.7,0.0,0.0
530.0,19.9161,50.1577,0.3216,5.2945,0.90739,0.7,0.0,0.0
531.0,19.9257,49.912,0.3223,5.0506,0.86176,0.7,0.0,0.0
532.0,19.9555,49.9549,0.2748,4.953,0.86168,0.7,0.0,0.0
533.0,19.9619,49.8974,0.2693,5.0797,0.870444,0.7,0.0,0.0
534.0,20.0231,50.1101,0.2738,5.0846,0.869488,0.7,0.0,0.0
535.0,20.0656,49.9941,0.2899,5.1885,0.896912,0.7,0.0,0.0
536.0,20.0406,50.4239,0.2654,5.311,0.918786,0.7,0.0,0.0
537.0,19.9524,50.2435,0.3249,5.2688,0.910684,0.7,0.0,0.0
538.0,19.9835,49.9516,0.3056,5.0319,0.870332,0.7,0.0,0.0
539.0,20.0042,49.929,0.2963,5.0948,0.883838,0.7,0.0,0.0
540.0,19.8846,50.0006,0.2897,5.2126,0.892246,0.7,0.0,0.0
541.0,19.9532,49.9755,0.2858,4.8549,0.832368,0.7,0.0,0.0
542.0,19.9387,49.8864,0.2807,5.0228,0.859828,0.7,0.0,0.0
543.0,20.026,50.1586,0.2802,5.0196,0.847462,0.7,0.0,0.0
544.0,19.874,50.0855,0.2724,5.1942,0.886498,0.7,0.0,0.0
545.0,19.8844,49.8353,0.3169,4.7825,0.810832,0.7,0.0,0.0
546.0,19.9062,49.4679,0.3072,4.7418,0.808992,0.7,0.0,0.0
547.0,19.8669,50.1,0.2853,4.7488,0.810436,0.7,0.0,0.0
548.0,19.8774,50.2454,0.2907,4.6758,0.782846,0.7,0.0,0.0
549.0,19.8517,49.6561,0.3014,4.6218,0.778234,0.7,0.0,0.0
550.0,19.8975,49.8503,0.3205,4.4677,0.755366,0.7,0.0,0.0
551.0,19.9205,50.2186,0.2654,4.5289,0.766916,0.7,0.0,0.0
552.0,19.8261,49.6752,0.2987,4.5156,0.7693,0.7,0.0,0.0
553.0,19.8231,49.9298,0.3004,4.3341,0.71528,0.7,0.0,0.0
554.0,19.9405,50.2488,0.3194,4.1478,0.701756,0.7,0.0,0.0
555.0,19.8416,50.0832,0.2987,4.4405,0.746364,0.7,0.0,0.0
556.0,19.8719,49.9286,0.2805,4.0994,0.689806,0.7,0.0,0.0
557.0,19.8764,49.988,0.3174,4.1693,0.694262,0.7,0.0,0.0
558.0,19.8415,49.8257,0.2989,4.1192,0.685658,0.7,0.0,0.0
559.0,19.9588,49.8998,0.2941,3.9844,0.65823,0.7,0.0,0.0
560.0,19.8785,50.1373,0.3133,4.1932,0.704898,0.7,0.0,0.0
561.0,19.912,50.0854,0.308,3.9237,0.659106,0.7,0.0,0.0
562.0,19.8545,49.9458,0.3092,3.9674,0.667742,0.7,0.0,0.0
563.0,19.9086,49.852,0.3189,3.7971,0.631282,0.7,0.0,0.0
564.0,19.898,49.9971,0.2819,3.9322,0.647842,0.7,0.0,0.0
565.0,19.861,49.6492,0.3085,3.8342,0.634148,0.7,0.0,0.0
566.0,19.9612,49.5019,0.3254,3.7586,0.6077,0.7,0.0,0.0
567.0,19.9625,49.8376,0.2791,3.8939,0.64742,0.7,0.0,0.0
568.0,19.9874,50.01,0.3177,3.8444,0.642962,0.7,0.0,0.0
569.0,20.0488,50.0858,0.2842,3.9786,0.652386,0.7,0.0,0.0
570.0,19.997,50.2273,0.3087,4.0332,0.68158,0.7,0.0,0.0
571.0,19.978,50.0648,0.3123,3.972,0.658356,0.7,0.0,0.0
572.0,19.9488,49.9645,0.289,3.8851,0.649652,0.7,0.0,0.0
573.0,19.9577,49.9326,0.2978,3.8217,0.633672,0.7,0.0,0.0
574.0,19.9635,50.3949,0.2721,3.8203,0.63461,0.7,0.0,0.0
575.0,19.8539,50.3483,0.2977,3.7885,0.633948,0.7,0.0,0.0
576.0,19.8033,50.0424,0.2802,3.5238,0.576112,0.7,0.0,0.0
577.0,19.9375,50.0823,0.3417,3.345,0.541316,0.7,0.0,0.0
578.0,20.0118,49.9869,0.3084,3.42,0.593692,0.7,0.0,0.0
579.0,20.0009,49.913,0.2869,3.8167,0.623158,0.7,0.0,0.0
580.0,20.1126,50.2308,0.3074,3.8351,0.617166,0.7,0.0,0.0
581.0,19.9987,50.2054,0.2673,4.0649,0.673306,0.7,0.0,0.0
582.0,20.0459,49.7098,0.3041,3.7653,0.62313,0.7,0.0,0.0
583.0,19.8836,49.7629,0.29,3.963,0.648904,0.7,0.0,0.0
584.0,20.0596,49.8423,0.2916,3.5491,0.570482,0.7,0.0,0.0
585.0,20.0684,50.0476,0.324,4.037,0.652416,0.7,0.0,0.0
586.0,20.0538,50.1009,0.2908,3.8452,0.658064,0.7,0.0,0.0
587.0,20.0152,50.2633,0.3036,4.0192,0.65606,0.7,0.0,0.0
588.0,20.0711,49.6737,0.3188,3.8553,0.641356,0.7,0.0,0.0
589.0,20.0584,50.1365,0.3101,4.0435,0.671294,0.7,0.0,0.0
590.0,20.1499,49.8877,0.3281,3.9972,0.669514,0.7,0.0,0.0
591.0,20.2333,49.8403,0.2569,4.2892,0.72019,0.7,0.0,0.0
592.0,20.0776,49.9341,0.2893,4.6248,0.772052,0.7,0.0,0.0
593.0,20.1342,50.4624,0.2846,4.109,0.711198,0.7,0.0,0.0
594.0,20.1251,49.9889,0.2639,4.3637,0.74882,0.7,0.0,0.0
595.0,20.0749,49.5694,0.2812,4.5103,0.753874,0.7,0.0,0.0
596.0,20.086,50.5668,0.3205,4.4701,0.738964,0.7,0.0,0.0
597.0,20.1247,49.7322,0.268,4.4084,0.75151,0.7,0.0,0.0
598.0,20.0786,50.0749,0.2996,4.6059,0.777518,0.7,0.0,0.0
599.0,20.0781,49.9424,0.2476,4.5529,0.76367,0.7,0.0,0.0
600.0,19.9999,50.1735,0.3184,4.5798,0.77063,0.7,0.0,0.0
601.0,20.003,49.9542,0.289,4.4599,0.737788,0.7,0.0,0.0
602.0,20.0551,50.1683,0.3075,4.3838,0.740894,0.7,0.0,0.0
603.0,20.1319,49.9716,0.275,4.5451,0.767122,0.7,0.0,0.0
604.0,20.0513,49.8464,0.295,4.748,0.808888,0.7,0.0,0.0
605.0,20.0873,50.09,0.2925,4.6097,0.777604,0.7,0.0,0.0
606.0,20.1397,50.2874,0.2943,4.6273,0.80132,0.7,0.0,0.0
607.0,20.1632,50.005,0.3064,4.7912,0.833784,0.7,0.0,0.0
608.0,20.1403,50.1556,0.285,5.0106,0.855662,0.7,0.0,0.0
609.0,20.0447,50.0142,0.3043,5.018,0.856798,0.7,0.0,0.0
610.0,20.1774,50.1897,0.2928,4.8556,0.82068,0.7,0.0,0.0
611.0,20.1024,50.2107,0.3136,5.2271,0.892518,0.7,0.0,0.0
612.0,20.0967,50.159,0.2981,5.1052,0.866556,0.7,0.0,0.0
613.0,20.131,50.3094,0.3126,5.0748,0.873398,0.7,0.0,0.0
614.0,20.0572,50.2076,0.3262,5.2044,0.898398,0.7,0.0,0.0
615.0,20.001,50.0868,0.2811,4.9764,0.871292,0.7,0.0,0.0
616.0,19.938,50.0651,0.292,4.9615,0.849244,0.7,0.0,0.0
617.0,20.0128,49.5704,0.2994,4.8229,0.818948,0.7,0.0,0.0
618.0,20.0212,49.9306,0.3006,4.9456,0.852648,0.7,0.0,0.0
619.0,20.1169,50.0373,0.2903,4.8638,0.856376,0.7,0.0,0.0
620.0,19.9813,50.2714,0.2736,5.1873,0.905754,0.7,0.0,0.0
621.0,20.1667,50.0639,0.2962,4.8999,0.845392,0.7,0.0,0.0
622.0,20.1178,50.1428,0.2607,5.4578,0.939308,0.7,0.0,0.0
623.0,20.0343,49.7935,0.2971,5.3292,0.924486,0.7,0.0,0.0
624.0,19.989,49.8231,0.3423,5.1469,0.893138,0.7,0.0,0.0
625.0,20.0167,49.9443,0.3241,5.0646,0.874902,0.7,0.0,0.0
626.0,20.0175,50.1546,0.2957,5.1573,0.888778,0.7,0.0,0.0
627.0,20.0669,49.7613,0.2806,5.2742,0.88996,0.7,0.0,0.0
628.0,20.0463,50.1284,0.2988,5.1967,0.916044,0.7,0.0,0.0
629.0,20.0358,50.0698,0.2845,5.267,0.910108,0.7,0.0,0.0
630.0,20.0414,49.9142,0.3073,5.2524,0.908974,0.7,0.0,0.0
631.0,20.0324,50.0727,0.2859,5.2406,0.914848,0.7,0.0,0.0
632.0,20.035,50.1275,0.3147,5.2227,0.913548,0.7,0.0,0.0
633.0,19.9011,50.1039,0.2783,5.3409,0.91762,0.7,0.0,0.0
634.0,19.931,49.9954,0.3244,4.8977,0.853418,0.7,0.0,0.0
635.0,19.9723,50.1896,0.267,5.0316,0.863134,0.7,0.0,0.0
636.0,20.0579,49.8461,0.2944,5.1998,0.877666,0.7,0.0,0.0
637.0,19.962,50.0355,0.3035,5.2698,0.917424,0.7,0.0,0.0
638.0,20.0111,50.3632,0.2841,5.056,0.872394,0.7,0.0,0.0
639.0,20.0688,49.998,0.2694,5.1923,0.895822,0.7,0.0,0.0
640.0,20.0191,50.2226,0.3385,5.3325,0.924578,0.7,0.0,0.0
641.0,19.8546,49.9754,0.3204,5.3328,0.904078,0.7,0.0,0.0
642.0,19.8679,49.9734,0.3245,4.7897,0.82435,0.7,0.0,0.0
643.0,19.8612,49.9946,0.3362,4.7744,0.822658,0.7,0.0,0.0
644.0,19.884,49.8359,0.2868,4.7769,0.808474,0.7,0.0,0.0
645.0,19.9338,49.8353,0.2665,4.7282,0.808904,0.7,0.0,0.0
646.0,19.8279,49.9787,0.3107,4.786,0.824068,0.7,0.0,0.0
647.0,19.7846,49.9713,0.3091,4.6527,0.764826,0.7,0.0,0.0
648.0,19.8043,49.6926,0.2978,4.4191,0.731526,0.7,0.0,0.0
649.0,19.8466,50.2003,0.3275,4.3794,0.72501,0.7,0.0,0.0
650.0,19.8834,49.7438,0.2839,4.2691,0.73011,0.7,0.0,0.0
651.0,19.8231,50.155,0.2998,4.3176,0.735392,0.7,0.0,0.0
652.0,19.9666,50.0691,0.2883,4.1355,0.695178,0.7,0.0,0.0
653.0,19.8967,49.6577,0.2924,4.5205,0.753982,0.7,0.0,0.0
654.0,19.7921,49.9822,0.3221,4.1597,0.71349,0.7,0.0,0.0
655.0,19.891,50.1074,0.3111,3.9656,0.654324,0.7,0.0,0.0
656.0,19.9067,50.2755,0.2956,4.137,0.689234,0.7,0.0,0.0
657.0,19.9604,49.8763,0.333,4.0845,0.686386,0.7,0.0,0.0
658.0,19.9197,50.3756,0.2606,4.2221,0.705458,0.7,0.0,0.0
659.0,19.8119,50.3784,0.3182,3.974,0.680866,0.7,0.0,0.0
660.0,19.8431,50.114,0.337,3.7948,0.621356,0.7,0.0,0.0
661.0,19.9259,49.7815,0.314,3.8224,0.624064,0.7,0.0,0.0
662.0,19.8836,50.29,0.3042,3.8676,0.652288,0.7,0.0,0.0
663.0,19.8834,49.9871,0.2985,3.7612,0.623554,0.7,0.0,0.0
664.0,19.9926,50.2966,0.2661,3.7342,0.614988,0.7,0.0,0.0
665.0,20.019,49.8641,0.2849,4.0144,0.660264,0.7,0.0,0.0
666.0,19.993,50.0313,0.2976,4.0271,0.670688,0.7,0.0,0.0
667.0,20.0168,50.1096,0.328,3.9316,0.65868,0.7,0.0,0.0
668.0,19.9239,49.8277,0.3136,4.056,0.67054,0.7,0.0,0.0
669.0,19.8868,50.0753,0.2849,3.7606,0.624958,0.7,0.0,0.0
670.0,19.8956,49.8966,0.3501,3.5551,0.602178,0.7,0.0,0.0
671.0,19.9783,49.9181,0.31,3.7469,0.598264,0.7,0.0,0.0
672.0,19.9049,50.0822,0.2985,3.787,0.631086,0.7,0.0,0.0
673.0,19.8573,50.0931,0.3167,3.5947,0.590996,0.7,0.0,0.0
674.0,19.9401,49.8924,0.2938,3.4421,0.561056,0.7,0.0,0.0
675.0,19.9856,49.9773,0.2967,3.5888,0.591992,0.7,0.0,0.0
676.0,19.9178,50.1721,0.2886,3.6982,0.608294,0.7,0.0,0.0
677.0,19.888,49.907,0.3279,3.484,0.572332,0.7,0.0,0.0
678.0,19.9277,49.9331,0.3046,3.3785,0.552212,0.7,0.0,0.0
679.0,19.9634,50.0715,0.3062,3.47,0.563698,0.7,0.0,0.0
680.0,20.0219,50.2426,0.3093,3.593,0.57497,0.7,0.0,0.0
681.0,20.0552,49.8636,0.3003,3.6939,0.600578,0.7,0.0,0.0
682.0,20.126,50.0051,0.3317,3.6911,0.61781,0.7,0.0,0.0
683.0,20.0532,50.2021,0.3128,3.9452,0.65696,0.7,0.0,0.0
684.0,20.0433,50.1449,0.3167,3.8004,0.629224,0.7,0.0,0.0
685.0,20.0461,50.0259,0.3051,3.7848,0.629986,0.7,0.0,0.0
